"pn",Hospital name,Street address,City,State,"Zip code","Hospital system or, if independent, IPPS/CAH","Is_hospital_a_critical_access_hospital","Hospital Compare 5-star rating (October 2018, NA=Not Available)","Number of outpatient services","Total private allowed amount for outpatient services ($ millions)","Simulated Medicare allowed amount for outpatient services ($ millions)","Relative price for outpatient services","Standardized price per outpatient service","Number of inpatient stays","Total private allowed amount for inpatient services ($ millions)","Simulated Medicare allowed amount for inpatient services ($ millions)","Relative price for inpatient services","Standardized price per inpatient stay","Total private allowed amount for inpatient and outpatient services ($ millions)","Simulated Medicare allowed amount for inpatient and outpatient services ($ millions)","Relative price for professional inpatient and outpatient services","Relative price for inpatient facility services","Relative_price_for_outpatient_facility_services","Relative price for inpatient and outpatient services","Total private allowed amount for facility inpatient and outpatient services ($ millions)","Simulated Medicare allowed amount for facility inpatient and outpatient services ($ millions)","Total private allowed amount for professional inpatient and outpatient services ($ millions)","Simulated Medicare allowed amount for professional inpatient and outpatient services ($ millions)"
340040,Pitt County Memorial Hospital,2100 Stantonsburg Rd,Greenville,NC,27834,Vidant Health,N,3,361,1.26,.32,397% ,$364.80,80,2.84,.99,288% ,"$28,682",4.09,1.30,199% ,294%,460%,314% ,3.79,1.15,.30,.15
340041,Caldwell Memorial Hospital,321 Mulberry St Sw,Lenoir,NC,28645,"UNC Health Care
System",N,2,12,.06,.01,400% ,$335.30,,,,,,,,,,438%,,,,,
340042,Onslow Memorial Hospital,317 Western Boulevard,Jacksonville,NC,28540,Independent (IPPS),N,2,114,.32,.08,388% ,$350.37,,,,,,,,,,429%,,,,,
340047,North Carolina Baptist Hospital,"Medical Center
Boulevard",Winston-Salem,NC,27157,"Wake Forest
University Baptist Me",N,3,350,1.01,.34,298% ,$234.20,46,1.89,.97,194% ,"$34,038",2.89,1.31,191% ,196%,320%,221% ,2.60,1.16,.29,.15
340049,"North Carolina Specialty
Hospital","3916 Ben Franklin
Boulevard",Durham,NC,27704,"National Surgical
Healthcare",N,NA,17,.12,.09,145% ,$129.92,,,,,,,,,,138%,,,,,
340051,Watauga Medical Center,336 Deerfield Road,Boone,NC,28607,"Appalachian Regional
Healthcare S",N,4,78,.20,.06,322% ,$327.09,,,,,,,,,,350%,,,,,
340053,Presbyterian Hospital,"200 Hawthorne Lane
Box 33549",Charlotte,NC,28233,Novant Health,N,3,366,1.40,.46,302% ,$258.74,67,1.34,.61,219% ,"$18,195",2.73,1.07,149% ,240%,341%,255% ,2.40,.85,.34,.22
340060,Morehead Memorial Hospital,117 E Kings Highway,Eden,NC,27288,"UNC Health Care
System",N,3,16,.03,.01,334% ,$254.93,,,,,,,,,,367%,,,,,
340061,"University Of North Carolina
Hosp.",101 Manning Drive,Chapel Hill,NC,27514,"UNC Health Care
System",N,3,682,2.42,.75,324% ,$297.73,86,2.35,1.34,175% ,"$20,325",4.77,2.09,245% ,166%,351%,229% ,4.03,1.79,.74,.30
340064,"Wilkes Regional Medical
Center",1370 West D St,"North
Wilkesboro",NC,28659,"Wake Forest
University Baptist Me",N,3,24,.08,.03,301% ,$278.96,,,,,,,,,,359%,,,,,
340069,Wakemed Raleigh Campus,3000 New Bern Ave,Raleigh,NC,27610,"Wakemed Health and
Hospitals",N,3,714,2.36,.65,361% ,$352.31,82,1.77,.86,207% ,"$18,916",4.13,1.51,189% ,219%,407%,273% ,3.53,1.19,.60,.32
340070,"Alamance Regional Medical
Center",1240 Huffman Mill Rd,Burlington,NC,27216,Cone Health,N,1,148,.33,.10,340% ,$316.88,,,,,,,,,,378%,,,,,
340071,Harnett Health System,800 Tilghman Dr,Dunn,NC,28334,"Harnett Health
Systems",N,2,48,.08,.02,418% ,$455.07,,,,,,,,,,538%,,,,,
340073,Duke Raleigh Hospital,3400 Wake Forest Rd,Raleigh,NC,27609,"Duke University
Health System",N,4,259,.92,.30,304% ,$287.82,26,1.18,.46,258% ,"$20,062",2.10,.76,200% ,274%,331%,276% ,1.78,.60,.31,.16
340075,"Blue Ridge Healthcare
Hospitals",2201 S Sterling St,Morganton,NC,28655,Atrium Health,N,3,22,.14,.02,579% ,$533.40,,,,,,,,,,710%,,,,,
340085,Thomasville Medical Center,"207 Old Lexington Rd
Box 789",Thomasville,NC,27360,Novant Health,N,3,11,.03,.01,188% ,$99.34,,,,,,,,,,166%,,,,,
340087,The Mcdowell Hospital,"430 Rankin Drive P O
Box 730",Marion,NC,28752,"Mission Health
System",N,3,15,.01,.00,395% ,$341.95,,,,,,,,,,455%,,,,,
340090,Johnston Health,509 Bright Leaf Blvd,Smithfield,NC,27577,"UNC Health Care
System",N,4,83,.24,.06,380% ,$377.30,,,,,,,,,,410%,,,,,
340091,"The Moses H. Cone Memorial
Hospital",1200 N Elm St,Greensboro,NC,27401,Cone Health,N,5,322,.89,.27,323% ,$290.68,41,.88,.41,216% ,"$17,833",1.77,.68,183% ,222%,366%,259% ,1.52,.55,.25,.14
340096,"Lexington Memorial Hospital
Inc.","250 Hospital Drive Po
Box 1817",Lexington,NC,27293,"Wake Forest
University Baptist Me",N,4,14,.03,.01,367% ,$305.96,,,,,,,,,,414%,,,,,
340098,Mercy Hospitals  Inc.,10628 Park Rd,Charlotte,NC,28210,Atrium Health,N,3,239,.90,.21,423% ,$398.63,37,.78,.33,236% ,"$16,726",1.69,.55,189% ,248%,496%,309% ,1.48,.44,.21,.11
340099,"Vidant Roanoke Chowan
Hospital",500 S Academy St,Ahoskie,NC,27910,Vidant Health,N,2,47,.09,.03,277% ,$241.62,,,,,,,,,,306%,,,,,
340107,Vidant Edgecombe Hospital,111 Hospital Dr,Tarboro,NC,27886,Vidant Health,N,3,691,2.52,.50,507% ,$463.44,36,1.07,.29,367% ,"$27,753",3.58,.79,144% ,428%,613%,455% ,3.34,.62,.25,.17
340109,"Sentara Albemarle Regl Med
Ctr Llc",1144 N Road St,Elizabeth City,NC,27909,Sentara Healthcare,N,1,40,.10,.03,348% ,$369.58,,,,,,,,,,432%,,,,,
340113,Carolinas Medical Center,1000 Blythe Blvd,Charlotte,NC,28203,Atrium Health,N,3,430,2.24,.57,393% ,$360.63,67,2.71,.96,281% ,"$31,048",4.95,1.53,195% ,295%,452%,323% ,4.44,1.27,.51,.26
340114,Rex Hospital,4420 Lake Boone Trail,Raleigh,NC,27607,"UNC Health Care
System",N,4,507,1.53,.56,275% ,$263.64,114,2.30,.91,254% ,"$20,008",3.83,1.46,178% ,279%,290%,262% ,3.30,1.17,.53,.30
340115,"Firsthealth Moore Regional
Hospital",155 Memorial Drive,Pinehurst,NC,28374,"Firsthealth of The
Carolinas",N,4,84,.23,.06,357% ,$332.77,11,.22,.11,206% ,"$15,555",.44,.17,168% ,218%,405%,263% ,.39,.14,.05,.03
340116,Frye Regional Medical Center,420 N Center St,Hickory,NC,28601,Lifepoint Health,N,3,30,.08,.03,289% ,$287.89,,,,,,,,,,339% ,,,,,
340123,Randolph Hospital,364 White Oak Street,Asheboro,NC,27204,Atrium Health,N,3,18,.02,.01,177% ,$147.50,,,,,,,,,,171%,,,,,
340126,Wilson Medical Center,1705 S Tarboro St,Wilson,NC,27893,Lifepoint Health,N,3,189,.57,.15,384% ,$350.10,18,.26,.15,176% ,"$11,348",.83,.30,165% ,176%,447%,280% ,.76,.25,.07,.04
340127,Granville Medical Center,1010 College St,Oxford,NC,27565,Independent (IPPS),N,2,23,.03,.01,257% ,$233.99,,,,,,,,,,272%,,,,,
340129,"Lake Norman Regional Medical
Center",171 Fairview Road,Mooresville,NC,28117,"Community Health
Systems",N,2,80,.21,.06,326% ,$290.14,,,,,,,,,,365%,,,,,
340130,"Carolinas Healthcare System
Union",600 Hospital Dr,Monroe,NC,28112,Atrium Health,N,1,101,.28,.06,451% ,$441.38,,,,,,,,,,541%,,,,,
340131,Carolinaeast Medical Center,2000 Neuse Blvd,New Bern,NC,28560,"CarolinaEast Health
System",N,5,81,.35,.12,287% ,$265.82,15,.33,.17,190% ,"$16,471",.68,.30,161% ,202%,310%,231% ,.60,.25,.08,.05
340132,Maria Parham Medical Center,Po Box 59,Henderson,NC,27536,Lifepoint Health,N,2,35,.10,.02,423% ,$387.54,,,,,,,,,,493%,,,,,
340141,"New Hanover Regional Medical
Center","2131 S 17th St Box
9000",Wilmington,NC,28402,"New Hanover
Regional Medical Cent",N,3,415,1.13,.41,273% ,$251.84,59,1.23,.66,185% ,"$16,500",2.36,1.08,171% ,189%,298%,219% ,2.07,.90,.29,.17
340142,"Carteret County General
Hospital Com",3500 Arendell St,Morehead City,NC,28557,Independent (IPPS),N,4,98,.31,.07,421% ,$422.58,,,,,,,,,,510%,,,,,
340143,Catawba Valley Medical Center,"810 Fairgrove Church
Rd",Hickory,NC,28602,"Catawba Valley
Medical Center",N,3,57,.14,.05,301% ,$272.70,,,,,,,,,,332% ,,,,,
340144,Davis Regional Medical Center,"218 Old Mocksbville Rd
Po Box 1823",Statesville,NC,28687,"Community Health
Systems",N,3,26,.03,.02,132% ,$97.55,,,,,,,,,,128%,,,,,
340145,"Carolinas Healthcare System
Lincoln",433 Mcalister Rd,Lincolnton,NC,28092,Atrium Health,N,4,45,.19,.04,439% ,$426.80,,,,,,,,,,517%,,,,,
340147,Nash Hospitals Inc,2460 Curtis Ellis Drive,Rocky Mount,NC,27804,"UNC Health Care
System",N,1,1993,4.70,1.69,279% ,$258.35,97,1.41,.71,200% ,"$14,166",6.11,2.39,178% ,209%,307% ,256% ,5.26,1.91,.85,.48
340151,"Halifax Regional Medical
Center",250 Smith Church Rd,"Roanoke
Rapids",NC,27870,Novant Health,N,2,242,.45,.15,304% ,$279.81,16,.18,.10,169% ,"$12,150",.62,.25,131% ,176%,355%,248% ,.56,.20,.06,.05
340155,Duke Regional Hospital,3643 N Roxboro Road,Durham,NC,27704,"Duke University
Health System",N,5,80,.27,.07,403% ,$422.68,12,.20,.12,173% ,"$13,761",.48,.19,163% ,177%,501% ,257% ,.41,.15,.06,.04
340158,Brunswick Community Hospital,"1 Medical Center Dr  Po
Box 139",Supply,NC,28462,Novant Health,N,3,186,.57,.16,358% ,$304.09,,,,,,,,,,404%,,,,,
340166,"Carolinas Healthcare Sys
University",8800 North Tyron Street,Charlotte,NC,28262,Atrium Health,N,3,208,.68,.17,390% ,$365.21,,,,,,,,,,459%,,,,,
340171,Presbyterian Hospital Matthews,"1500 Matthews Twnshp
Prkwy Box 3310",Matthews,NC,28106,Novant Health,N,5,137,.58,.17,335% ,$272.10,78,1.14,.56,204% ,"$15,183",1.72,.73,175% ,213%,370%,235% ,1.46,.58,.26,.15
340173,Wake Med Cary Hospital,"1900 Kildare Farm
Road",Cary,NC,27518,"Wakemed Health and
Hospitals",N,3,177,.59,.17,347% ,$337.79,27,.38,.19,200% ,"$14,609",.97,.36,169% ,216% ,399%,270% ,.83,.28,.14,.08
340183,"Presbyterian Hospital
Huntersville",10030 Gilead Road,Huntersville,NC,28078,Novant Health,N,4,162,.54,.15,370% ,$335.31,40,.92,.45,204% ,"$16,764",1.46,.60,160% ,218%,425% ,244% ,1.27,.48,.19,.12
340184,"Haywood Regional Medical
Center",262 Leroy George Drive,Clyde,NC,28721,"Duke University
Health System",N,4,28,.04,.01,293% ,$282.76,,,,,,,,,,331% ,,,,,
341311,Chatham Hospital  Inc,475 Progress Blvd,Siler City,NC,27344,"UNC Health Care
System",Y,NA,21,.05,.02,242% ,$264.94,,,,,,,,,,235%,,,,,
341318,Chowan Hospital Inc.,211 Virginia Rd,Edenton,NC,27932,Vidant Health,Y,4,17,.03,.01,237% ,$491.84,,,,,,,,,,245%,,,,,
341322,St Lukes Hospital,101 Hospital Drive,Columbus,NC,28722,Atrium Health,Y,4,13,.01,.01,238% ,$389.85,,,,,,,,,,240%,,,,,
341323,"Charles A. Cannon Memorial
Hospital",434 Hospital Drive,Linville,NC,28646,"Appalachian Regional
Healthcare S",Y,NA,29,.03,.02,152% ,$333.43,,,,,,,,,,143%,,,,,
341324,The Outer Banks Hospital,"4800 South Croatan
Highway",Nags Head,NC,27959,Vidant Health,Y,3,179,.41,.20,203% ,$494.36,,,,,,,,,,207%,,,,,
341325,Ashe Memorial Hospital,200 Hospital Ave,Jefferson,NC,28640,Novant Health,Y,4,13,.02,.01,218% ,$219.69,,,,,,,,,,232%,,,,,
341327,"J Arthur Dosher Memorial
Hospital",924 Howe St,Southport,NC,28461,"Coastal Carolinas
Health Alliance",Y,4,96,.20,.10,210% ,$250.86,,,,,,,,,,219%,,,,,
341328,Murphy Medical Center,"3990 East Us Highway
64 Alt",Murphy,NC,28906,"Erlanger Health
System",Y,3,24,.09,.03,251% ,$428.46,,,,,,,,,,264%,,,,,
341329,Blue Ridge Regional Hospital,125 Hospital Dr,Spruce Pine,NC,28777,"Mission Health
System",Y,4,26,.05,.02,223% ,$303.55,,,,,,,,,,229%,,,,,
360001,Mercy Hospital Anderson,7500 State Road,Cincinnati,OH,45255,Mercy Health,N,4,661,1.97,.76,258% ,$242.63,89,1.55,.80,193% ,"$15,232",3.52,1.56,129% ,212%,293%,225% ,3.10,1.24,.41,.32
360002,Uh Samaritan Medical Center,1025 Center St,Ashland,OH,44805,University Hospitals,N,4,41,.08,.03,302% ,$273.32,,,,,,,,,,344%,,,,,
360003,"Univer.Of Cincinnati Med
Center Llc",234 Goodman Street,Cincinnati,OH,45219,UC Health,N,2,2704,5.88,2.64,223% ,$216.28,251,11.75,4.94,238% ,"$28,515",17.63,7.58,149% ,245%,240%,233% ,16.31,6.70,1.32,.88
360006,Riverside Methodist Hospital,"3535 Olentangy River
Rd",Columbus,OH,43214,Ohiohealth,N,4,524,1.75,.58,302% ,$296.50,103,2.39,1.04,230% ,"$18,917",4.13,1.62,120% ,259%,352%,255% ,3.73,1.28,.41,.34
360008,Southern Ohio Medical Center,1805 27th Street,Portsmouth,OH,45662,Ohiohealth,N,3,725,2.05,.58,356% ,$336.54,47,1.33,.51,260% ,"$21,864",3.38,1.09,107% ,277%,424%,311% ,3.19,.91,.19,.17
360009,Lima Memorial Hospital,"1001 Bellefontaine
Avenue",Lima,OH,45804,"ProMedica Health
System",N,2,61,.16,.04,378% ,$326.60,,,,,,,,,,441%,,,,,
360010,Union Hospital Association,659 Boulevard,Dover,OH,44622,"The Cleveland Clinic
Health System",N,3,16,.01,.01,236% ,$195.75,,,,,,,,,,257%,,,,,
360011,Marion General Hospital,"1000 Mckinley Park
Drive",Marion,OH,43302,Ohiohealth,N,2,210,.69,.18,376% ,$353.02,,,,,,,,,,435%,,,,,
360012,St. Anns Hospital,"500 South Cleveland
Avenue",Westerville,OH,43081,Trinity Health,N,3,430,1.03,.32,325% ,$318.52,41,.56,.26,211% ,"$16,648",1.58,.58,137% ,229%,376% ,273% ,1.43,.47,.16,.11
360013,Wilson Memorial Hospital,"915 West Michigan
Street",Sidney,OH,45365,"The Ohio State
University Wexner",N,3,45,.08,.03,250% ,$226.73,,,,,,,,,,273%,,,,,
360014,Obleness Memorial Hospital,55 Hospital Drive,Athens,OH,45701,Ohiohealth,N,4,100,.19,.05,353% ,$363.27,,,,,,,,,,430%,,,,,
360016,Jewish Hospital Of Cincinnati,"4777 East Galbraith
Road",Cincinnati,OH,45236,Mercy Health,N,4,570,1.48,.64,231% ,$227.65,48,1.35,.53,256% ,"$19,557",2.83,1.17,141% ,268%,259%,243% ,2.55,.97,.28,.20
360017,Grant Medical Center,"111 South Grant
Avenue",Columbus,OH,43215,Ohiohealth,N,2,540,1.65,.44,371% ,$359.07,27,.94,.36,263% ,"$21,985",2.59,.80,163% ,287%,424%,323% ,2.35,.65,.24,.15
360020,Summa Health System,525 East Market Street,Akron,OH,44309,"Summa Health
System",N,3,139,.20,.08,252% ,$232.65,12,.14,.11,127% ,"$10,572",.34,.19,127% ,131%,288%,179% ,.30,.16,.04,.03
360025,"Firelands Regional Medical
Center",1111 Hayes Avenue,Sandusky,OH,44870,"Firelands Regional
Health System",N,4,231,.39,.16,247% ,$221.41,11,.11,.07,148% ,"$10,347",.50,.23,156% ,145%,273%,215% ,.43,.19,.07,.04
360026,Greene Memorial Hospital  Inc.,"1141 North Monroe
Drive",Xenia,OH,45385,"Kettering Health
Network",N,3,67,.09,.02,377% ,$332.77,,,,,,,,,,421%,,,,,
360027,Akron General Medical Center,"1 Akron General
Avenue",Akron,OH,44307,"The Cleveland Clinic
Health System",N,3,125,.20,.08,248% ,$221.49,17,.22,.15,154% ,"$12,651",.42,.23,153% ,158% ,265%,187% ,.36,.19,.06,.04
360029,Wood County Hospital,"950 West Wooster
Street",Bowling Green,OH,43402,Independent (IPPS),N,3,101,.20,.07,293% ,$272.73,,,,,,,,,,342%,,,,,
360032,"Joint Township District
Memorial Hospital",200 Saint Clair Street,Saint Marys,OH,45885,Independent (IPPS),N,4,42,.04,.01,315% ,$366.92,,,,,,,,,,421%,,,,,
360035,Mount Carmel Health,793 West State Street,Columbus,OH,43222,Trinity Health,N,2,578,1.70,.59,289% ,$259.93,64,1.41,.56,250% ,"$19,329",3.11,1.15,148% ,264%,323%,270% ,2.84,.97,.27,.18
360036,Wooster Community Hospital,1761 Beall Avenue,Wooster,OH,44691,QHR,N,4,37,.06,.04,150% ,$130.13,,,,,,,,,,152%,,,,,
360039,Genesis Healthcare System,2951 Maple Avenue,Zanesville,OH,43701,"Genesis Healthcare
System",N,4,105,.17,.06,261% ,$261.42,,,,,,,,,,296%,,,,,
360040,Knox Community Hospital,1330 Coshocton Road,Mount Vernon,OH,43050,QHR,N,2,115,.28,.08,370% ,$341.60,,,,,,,,,,439%,,,,,
360041,Uh Parma Medical Center,7007 Powers Boulevard,Parma,OH,44129,University Hospitals,N,5,36,.05,.03,134% ,$123.94,,,,,,,,,,145% ,,,,,
360044,Wayne Hospital Company,835 Sweitzer Street,Greenville,OH,45331,"The Ohio State
University Wexner",N,4,45,.12,.03,394% ,$407.66,,,,,,,,,,516%,,,,,
360046,"Mccullough-Hyde Memorial
Hospital",110 North Poplar Street,Oxford,OH,45056,TriHealth,N,3,261,.35,.14,257% ,$268.13,15,.20,.14,144% ,"$12,255",.55,.28,121% ,146%,317%,199% ,.48,.22,.07,.06
360048,Univ Of Toledo Medl Center,3000 Arlington Avenue,Toledo,OH,43699,"The University of
Toledo Medical",N,1,199,.22,.16,137% ,$113.94,,,,,,,,,,142%,,,,,
360051,Miami Valley Hospital,One Wyoming Street,Dayton,OH,45409,Premier Health,N,5,554,1.17,.43,276% ,$253.20,53,1.67,.67,248% ,"$20,712",2.85,1.10,131% ,267%,318%,259% ,2.60,.91,.25,.19
360052,Good Samaritan Hospital,2222 Philadelphia Drive,Dayton,OH,45406,"Catholic Health
Initiatives",N,NA,150,.28,.11,246% ,$226.76,,,,,,,,,,269%,,,,,
360054,Holzer,100 Jackson Pike,Gallipolis,OH,45631,Holzer Health System,N,2,43,.06,.01,440% ,$377.82,,,,,,,,,,378% ,,,,,
360056,"Mercy Hospital Of
Hamilton/Fairfield",3000 Mack Road,Fairfield,OH,45014,Mercy Health,N,3,752,1.92,.72,267% ,$248.62,68,1.21,.58,209% ,"$15,090",3.13,1.30,148% ,221%,303%,241% ,2.74,1.04,.38,.26
360058,"Mercer County Community
Hospital",800 West Main Street,Coldwater,OH,45828,"The Ohio State
University Wexner",N,4,26,.03,.01,365% ,$313.08,,,,,,,,,,428%,,,,,
360059,Metrohealth Medical Center,2500 Metrohealth Drive,Cleveland,OH,44109,"The Metrohealth
System",N,2,96,.11,.05,231% ,$206.03,,,,,,,,,,260%,,,,,
360064,St. Elizabeth Health Center,1044 Belmont Avenue,Youngstown,OH,44501,Mercy Health,N,2,25,.05,.02,203% ,$171.23,,,,,,,,,,216%,,,,,
360065,Fisher-Titus Medical Center,272 Benedict Avenue,Norwalk,OH,44857,"Fisher Titus Medical
Center",N,4,474,.96,.34,284% ,$256.25,,,,,,,,,,319%,,,,,
360066,St. Ritas Medical Center Llc,730 West Market Street,Lima,OH,45801,Mercy Health,N,5,157,.38,.10,384% ,$340.07,29,.64,.32,202% ,"$14,738",1.02,.42,128% ,216%,436%,246% ,.94,.36,.08,.06
360068,The Toledo Hospital,"2142 North Cove
Boulevard",Toledo,OH,43606,"ProMedica Health
System",N,5,594,.64,.31,209% ,$187.68,76,1.05,.67,158% ,"$12,401",1.69,.97,118% ,165%,231% ,174% ,1.51,.82,.18,.15
360070,Mercy Medical Center,1320 Mercy Drive Nw,Canton,OH,44708,"Sisters of Charity
Health System",N,4,72,.08,.04,174% ,$144.80,22,.26,.20,128% ,"$9,822",.33,.24,95% ,138%,183%,136% ,.29,.20,.04,.05
360071,Van Wert County Hospital,"1250 S Washington
Street",Van Wert,OH,45891,Mercy Health,N,3,54,.09,.03,294% ,$277.26,,,,,,,,,,345%,,,,,
360072,Fairfield Medical Center,401 North Ewing Street,Lancaster,OH,43130,"Fairfield Medical
Center",N,3,210,.45,.17,264% ,$247.36,,,,,,,,,,305%,,,,,
360074,Flower Hospital,5200 Harroun Road,Sylvania,OH,43560,"ProMedica Health
System",N,3,182,.26,.11,238% ,$220.59,29,.43,.23,188% ,"$13,416",.68,.34,118% ,204%,263%,204% ,.61,.28,.07,.06
360075,Uh Regional Hospitals,27100 Chardon Road,"Richmond
Heights",OH,44143,University Hospitals,N,4,34,.07,.02,275% ,$276.53,,,,,,,,,,325%,,,,,
360076,Atrium Medical Center,"One Medical Center
Drive",Franklin,OH,45005,Premier Health,N,4,372,.76,.28,268% ,$247.37,25,.40,.17,234% ,"$17,792",1.17,.46,144% ,258%,298%,255% ,1.04,.37,.13,.09
360077,Fairview Hospital,18101 Lorain Avenue,Cleveland,OH,44111,"The Cleveland Clinic
Health System",N,4,65,.21,.06,327% ,$302.57,20,.19,.16,119% ,"$10,475",.40,.22,178% ,105%,360%,179% ,.31,.17,.09,.05
360078,Uh Portage Medical Center,6847 N Chestnut,Ravenna,OH,44266,University Hospitals,N,2,217,.31,.13,244% ,$218.29,15,.15,.08,179% ,"$11,980",.46,.21,151% ,188%,269%,218% ,.40,.17,.06,.04
360079,Kettering Memorial Hospital,"3535 Southern
Boulevard",Kettering,OH,45429,"Kettering Health
Network",N,3,418,1.12,.45,250% ,$234.27,43,.99,.43,227% ,"$19,186",2.11,.88,137% ,250%,278%,239% ,1.87,.71,.24,.17
360081,St. Charles Hospital,2600 Navarre Avenue,Oregon,OH,43616,Mercy Health,N,2,159,.20,.07,295% ,$261.21,16,.16,.10,159% ,"$10,833",.35,.16,168% ,160%,326%,214% ,.31,.14,.04,.02
360084,Aultman Hospital,2600 Sixth Street Sw,Canton,OH,44710,"Aultman Health
Foundation",N,3,34,.04,.02,170% ,$152.16,17,.18,.16,109% ,"$10,218",.22,.19,102% ,112%,180%,117% ,.18,.15,.04,.04
360085,"The Ohio State University
Hospital",410 West 10th Avenue,Columbus,OH,43210,"The Ohio State
University Wexner",N,4,729,1.38,.61,224% ,$231.78,83,3.10,1.25,248% ,"$23,545",4.47,1.86,138% ,263%,252%,240% ,4.05,1.56,.42,.30
360086,"Springfield Regional Medical
Center","100 Medical Center
Drive",Springfield,OH,45504,Mercy Health,N,2,89,.17,.06,269% ,$240.12,,,,,,,,,,294%,,,,,
360087,Lutheran Hospital,1730 West 25th Street,Cleveland,OH,44113,"The Cleveland Clinic
Health System",N,5,14,.06,.02,250% ,$211.65,,,,,,,,,,252%,,,,,
360089,"Mercy Health-Tiffin  Hospital
Llc",45 St Lawrence Drive,Tiffin,OH,44883,Mercy Health,N,5,42,.12,.03,428% ,$389.42,,,,,,,,,,508%,,,,,
360090,St. Lukes Hospital,5901 Monclova Road,Maumee,OH,43537,Independent (IPPS),N,3,209,.24,.16,154% ,$141.45,16,.29,.17,171% ,"$14,251",.53,.33,103% ,182%,170%,163% ,.47,.27,.06,.06
360091,Medina Hospital,"1000 East Washington
Street",Medina,OH,44256,"The Cleveland Clinic
Health System",N,2,26,.08,.02,314% ,$280.77,,,,,,,,,,334%,,,,,
360092,"Memorial Hospital Of Union
County",500 London Avenue,Marysville,OH,43040,Independent (IPPS),N,4,90,.22,.06,342% ,$332.47,,,,,,,,,,415%,,,,,
360095,"Blanchard Valley Reg. Health
Center",1900 South Main Street,Findlay,OH,45840,"Blanchard Valley
Health System",N,4,103,.24,.08,295% ,$266.02,,,,,,,,,,330%,,,,,
360098,Lake Hospital System,7590 Auburn Road,Concord,OH,44077,Lake Health,N,2,46,.06,.02,251% ,$224.75,,,,,,,,,,272%,,,,,
360107,The Bellevue Hospital,1400 West Main Street,Bellevue,OH,44811,Independent (IPPS),N,4,101,.15,.06,225% ,$215.81,,,,,,,,,,238%,,,,,
360112,St Vincent Medical Center,2213 Cherry Street,Toledo,OH,43608,Mercy Health,N,3,229,.44,.17,255% ,$225.98,27,.45,.30,150% ,"$13,362",.89,.47,129% ,156%,280%,188% ,.80,.40,.09,.07
360118,Medcentral Health System,335 Glessner Avenue,Mansfield,OH,44903,Ohiohealth,N,3,104,.27,.10,273% ,$240.57,11,.09,.06,159% ,"$11,585",.37,.16,160% ,160%,296%,230% ,.33,.13,.04,.03
360121,"Community Hospital Of
Williams City",433 West High Street,Bryan,OH,43506,Independent (IPPS),N,3,14,.06,.02,315% ,$278.52,,,,,,,,,,343%,,,,,
360123,Uh St. John Medical Center,"29000 Center Ridge
Road",Westlake,OH,44145,University Hospitals,N,5,47,.06,.03,236% ,$226.40,,,,,,,,,,266%,,,,,
360125,"Ashtabula County Medical
Center",2420 Lake Avenue,Ashtabula,OH,44004,"The Cleveland Clinic
Health System",N,1,15,.01,.00,179% ,$187.31,,,,,,,,,,178%,,,,,
360131,Alliance Community Hospital,200 East State Street,Alliance,OH,44601,"Aultman Health
Foundation",N,3,18,.01,.01,175% ,$146.26,,,,,,,,,,192%,,,,,
360132,Fort Hamilton Hospital,630 Eaton Avenue,Hamilton,OH,45013,"Kettering Health
Network",N,3,77,.16,.06,270% ,$245.79,,,,,,,,,,302%,,,,,
360133,Grandview Hospital,405 Grand Avenue,Dayton,OH,45405,"Kettering Health
Network",N,4,427,.78,.31,255% ,$235.16,35,.85,.36,234% ,"$18,885",1.63,.67,134% ,246%,293%,243% ,1.48,.56,.15,.11
360134,Good Samaritan Hospital,375 Dixmyth Avenue,Cincinnati,OH,45220,"Catholic Health
Initiatives",N,4,1810,3.70,1.74,213% ,$211.58,307,6.48,3.03,214% ,"$20,594",10.18,4.77,116% ,239%,254%,214% ,8.87,3.63,1.32,1.14
360137,Uh Cleveland Medical Center,11100 Euclid Avenue,Cleveland,OH,44106,University Hospitals,N,4,267,.64,.17,368% ,$343.66,16,.84,.25,334% ,"$40,915",1.48,.43,164% ,362%,419%,348% ,1.37,.36,.11,.07
360143,Marymount Hospital,12300 Mccracken Road,"Garfield
Heights",OH,44125,"The Cleveland Clinic
Health System",N,5,39,.23,.07,320% ,$278.30,,,,,,,,,,340%,,,,,
360144,South Pointe Hospital,20000 Harvard Road,"Warrensville
Heights",OH,44122,"The Cleveland Clinic
Health System",N,4,20,.11,.03,414% ,$347.63,,,,,,,,,,490%,,,,,
360145,Uh Elyria Medical Center,630 East River Street,Elyria,OH,44035,University Hospitals,N,4,43,.05,.02,266% ,$260.91,,,,,,,,,,297%,,,,,
360147,Marietta Memorial Hospital,401 Matthew Street,Marietta,OH,45750,"Memorial Health
System",N,3,99,.22,.06,344% ,$304.79,,,,,,,,,,405%,,,,,
360150,"Summa Western Reserve
Hospital",1900 23rd Street,Cuyahoga Falls,OH,44223,"Summa Health
System",N,3,27,.03,.01,262% ,$243.82,,,,,,,,,,301%,,,,,
360152,Doctors Hospital,"5100 West  Broad
Street",Columbus,OH,43228,Ohiohealth,N,3,170,.52,.15,340% ,$312.75,,,,,,,,,,394%,,,,,
360155,"Southwest General Health
Center",18697 Bagley Road,"Middleburg
Heights",OH,44130,University Hospitals,N,5,65,.12,.05,272% ,$257.27,,,,,,,,,,307%,,,,,
